Countries,Religion,TermName,NorwegianDefinition,Context,ConceptTranslation,,Feeling,Date,Comment
"1, 2","Islam,  kristen",Kommune,"Område som utgjør en egen politisk og administrativ enhet underlagt staten, men med et visst selvstyre.",I kollektivistiske kulturer er samfunnet organisert på en helt annen måte.,"En kommune er som en stor familie der alle må bidra med noe. På samme måte som medlemmer i en familie bidrar ulikt, bidrar de som bor i en kommune ulikt i forhold til hvor mye penger de har.                                                                                                      På samme måte som rike i vårt hjemland betaler med penger til familien, og fattige med sin arbeidskraft, betaler de som bor  i en kommune forskjellig skatt.",,Trygghet;Plikter,2007,
"1, 2","Islam, kristen",Likestilling,"Tilstand, situasjon eller posisjon som er lik ","Reell likestilling – dvs. like muligheter og lik verdi, er ikke så utbredt i enkelte innvandrermiljø som i Norge. ","På samme måte som tennene på en kam er like, og alle er Guds skapninger, er mann og kvinne like for loven. Fordi alle er like, har fått det samme liv av Allah og skapt av jord, har menn og kvinner de samme rettighetene i Norge.",,"Ingen over, ingen under – bare ved siden ",2007,
"1, 2","Islam, kristen",Likeverd,"Lik indre, iboende verdi",Menn/gutter kan ofte bli vurdert til å ha større verdi enn kvinner/jenter i enkelte innvandrermiljøer.                Et døvt barn er i Norge like verdifullt som et hørende barn.,"På samme måten som menneskene er ulike, men laget av samme celler, av samme blod og barn av samme Gud, har alle mennesker like stor verdi selv om de er ulike.                                                                                                                       ",,Ingen følelse av underlegenhet eller overlegenhet,2007,
"1, 2","Islam, kristen",Psykiske problemer,"Problemer som gjelder det sjelelige, som gjelder sjelelivet",I mange kulturer er det ikke vanlig å skille det psykiske fra det psykiske med mindre man er psykotisk. Derfor assosieres gjerne  ordet ”psykisk” med en som ikke er tilregnelig.  ,"På samme måte som en kroppsdel kan bli syk kan et menneske få psykiske problemer og få behandling for det.                             På samme måte som en mann kan bli skadet i krigen, kan et menneske bli syk av det han har opplevd eller opplever nå.",,"Ingen skam, men naturlig",2007,
"1, 2","Islam, kristen",Vedtak,Det å ta en beslutning om noe.,"Beslutningene  tas i mange land mest innen familien, slekten eller landsbyene. Det kan være vanskelig å akseptere at andre fremmede tar beslutninger som gjelder en selv eller familien","På samme måte som når en familie som skal gifte bort datteren sin må undersøke mye om gutten og hans familie før de bestemmer seg, må det offentlige gjøre det samme før de fatter et vedtak.                                                                                                     Det er like vanskelig å omgjøre et vedtak for det offentlige som å avlyse bryllupet etter at familiene har bestemt seg.",,Rettferdighet,2007,
"1, 2","Islam,  kristen",Mål / delmål,Endelig bestemmelsessted og etapper under veis,Vise forskjellen mellom et overordnet mål og et delmål.,"På samme måte som du ikke kan ta en lang trapp i ett steg, men må ta ett trinn om gangen, må man sette små mål om gangen for å nå toppen.
Man kan også si at hvis du vil få godt resultat, må du ikke ta to skritt om gangen.
",,Tilfredshet for utført arbeid,2007,
"1, 2","Islam, kristen",Nettverks-bygging,Skape bærekraftige relasjoner til flere ulike  mennesker.,"Klargjøring og utvikle  familiens nettverk (skole, venner, moskeen, døvekirke","På samme måte som det er lett å knekke èn pinne, men vanskeligere å knekke flere, der det viktig å være sammen med mennesker som kan bety noe for deg og familien slik at dere blir sterke. 

På samme måte som du ikke kan klappe med en hånd er det mye du ikke kan klare uten andre. 
",,Trygghet;Mestring ,2007,
"1, 2","Islam, kristen",Selvutvikling,På bakgrunn av selverkjennelse (forstå og akseptere hvem en selv er) utviklet seg selv i poitiv retning.,En personlig prosess til å godta barnet som det er,"På samme måte som du må klatre opp for å nå frukten i et høyt tre, må du jobbe med deg selv for å utvikle deg. 
På samme måte som du må gjøre noe selv for å høste frukten, må du gjøre noe selv for å få kunnskaper for å utvikle deg selv slik at alle i familien får det godt.
På samme måte som du kan ikke skape en hage med en gang, men gi trærne og blomstene tid til å utvikle seg, må du gi deg selv tid til å utvikle deg. 
Man må svette for å høste.
Vi sier: Litt og litt bygger fuglen rede. På samme måte som fuglen ikke kan bygge rede på en gang, men må samle greiner litt etter litt, må mennesker få tid til å utvikle seg på en god måte.
I vårt hjemland sier vi at du må forandre deg med størrelsen av dine klær og sko. 
",,Vekst,2007,
"1, 2","Islam, kristen",Autisme,"En tilstand som kjennetegnes ved mangel på sosialt samspill, kommunikasjon, mentalisering (skjønne at andre har andre tanker i hodet enn du/manglende evne til empati)",Mange av barna har autistiske trekk som et tilleggshandicap,"I mange hjemland sier de at barn med autisme er Guds venner, eller majzub (Afghanistan). De bor som i sin egen verden, litt adskilt fra andre barn og voksne. ",,Vanskelig å godta,2007,
"1, 2","Islam, kristen",Avlastning,"Nødvendig hvile, ferie og fritid.","Foreldrene oppfordres til å ta i mot en eller annen form for avlastning (som de bestemmer selv, men som er betalt av kommunen)","A) Det er viktig å ta vare på deg selv. Spesielt gjelder dette når du har ansvar for barn eller andre som err avhengig av deg. På samme måte som det kurdiske ordtaket sier at ”du skal hvile ikke bare når du er trøtt, og spise ikke bare når du er sulten”,  må du passe på å få nødvendig hvile, ferier og fritid før du blir så trøtt at du ikke orker mer. Da tar det lang tid før du klarer å ta vare på andre igjen. 
B) På samme måte som man i manges hjemland sender barna til familiemedlemmer på ferie når skolen er slutt, kan andre ta seg av barnet ditt slik at du får mer tid til å hvile. 
C) På samme måte som en mor må spise for å kunne amme og alle mennesker må spise for å arbeide, må du få nok hvile, ferie og fritid for å kunne klare å ta deg av barnet ditt. 
",,"Hvile, hvor alle har det godt ",2007,
"1, 2","Islam, kristen",Barn med nedsatt funksjons-evne,Fysisk eller psykisk tilstand som følge av skade eller avvik i utvikling,Man skal hjelpe foreldrene til ikke å se på dette som en sykdom man kan bli frisk av.,"A) Det kan være vanskelig å ha et barn med nedsatt funksjonsevne. Noen sier at barn med funksjonsnedsettelse er som en test fra Gud. For å klare testen godt må du lære mest mulig om hva du skal gjøre for å hjelpe barnet. .  
B) Man kan også si at barn med funksjonsnedsettelse er som nasib eller qesmat (din del som du har fått fra Gud).
Husk at barnet kan ta imot behandling og utvikle seg selv om det er nasib eller qesmat.
",,Noe naturlig og  som er realsjonelt (kan bedres når omgivelsene  forandres).,2007,
"1, 2","Islam, kristen",Barnehage,En pedagogisk virksomhet for barn under skolepliktig alder; vanligvis åpen 4—9 timer pr. dag,Foreldrene oppfordres til å la barna gå i barnehage,"I vårt hjemland er det vanlig at andre familiemedlemmer – f.eks. m en tante eller en søster, tar seg av barna når foreldrene arbeider. I Norge fungerer barnehagen nesten på samme måte. Barnehagen er som et bestemors hjem og barna er trygge som i et fuglereir. ",,Trygghet;Utvikling,2007,
"1, 2","Islam, kristen",Behovs-prøving,"Undersøkelse av om en søker har behov for lån, stipend, trygd e l; fastsetting av trygd i forhold til den trygdedes økonomiske situasjon ","Mennesker for kollektivistiske kulturer oppfatter vårt likhetssystem som noe annet enn det det er. De oppfatter at dersom naboen får en type hjelp, har de rett på det samme uansett. ","I en familie vet far eller bestefar om behovene til de voksne i familien fordi de har nær kontakt. De deler ut f.eks penger i forhold til det den enkelte  trenger. I Norge er det ofte Nav som har denne funksjonene. I Nav må saksbehandlerne finne ut om dine behov før de kan dele noe ut. Noen som vil ha penger fra NAV er 
som en kvinne som vil ha alt når hun kommerr til markedet. Derfor er det viktig med behovsprøving. 

På samme måten som en far eller en bestefar prøver å være rettferdig, vil også ansatte i det offentlige forsøke å være mest mulig rettferdige
",,Rettferdighet,2007,
"1, 2","Islam, kristen",Betalings-frist,Tidsrom som noe må gjøres innenfor et visst tidsrom i forhold  til  lineær  tid.,,"Tidsfrister er veldig viktig i Norge.. Du kan f.eks. bli kastet ut av huset ditt dersom du ikke betaler innen den tiden som er gitt. På samme måten som en mann som ikke samler inn avlingen om høsten, og som mister alt når vinteren kommer, vil du få problemer dersom du ikke betaler når du skal. Det kan også sammenlignes med en grøt som blir servert til en person etter at han er død. Dersom du ikke gjør det du skal, nytter det ikke å gråte etterpå",,Plikt;Absolutt nødvendighet ,2007,
"1, 2","Islam, kristen",Boevne,Egenskap til å greie å bo i et norsk husvære,"Når man er vant med å bo under enkle forhold, kan man mangle kunnskap og evne til å bo i vestlige hus. ","I Norge er folk opptatt av å ta godt vare på husene sine – både utvendig og innvendig. Dette henger sammen med blant annet klimaet. Derfor må du lære å ha huset i orden på den måten som de har det i Norge. I vårt hjemland heter det at ”hvis du ikke er ren, fortjener du ikke å bo i et hus”, og i Norge kan man si at dersom du ikke holder huset i god stand, fortjener du ikke å bo i et hus.  ",,Mestring ,2007,
"1, 2","Islam, kristen",Bostøtte,"Ytelse, bistand til å kunne bo i et hus eller leilighet. ",,"Det er dyrt å bo i Norge. Derfor får mange noe som kalles bostøtte fra Husbanken når de ikke har nok penger til husleien. På samme måte som folk i vårt hjemland får støtte fra en venn eller familien når de ikke har mat, får de bostøtte fra Husbanken. I vårt hjemland heter det at Gud skapte fjell, men også evnen til å klatre. Husbanken gjøre det mulig for deg å bo selv om du tjener lite penger.",,Hjelp midlertidig ,2007,
"1, 2","Islam, kristen",Helbrede,"Gjøre frisk igjen, kurere",Selvhelende – noe som helbreder seg selv. ,"Det er vondt å være syk eller ha sorg. Da ønsker vi mer enn noe annet å bli friske og glade igjen. Vi sier i vårt hjemland: ”Hver dag er som et fjell mellom deg og sorgen”. På samme måte som dagene skaper avstand til det vonde, vil også dine ulovlige handlinger glemmes etter at du har gjort opp for deg. ",,Glede,2007,
"1, 2","Islam, kristen",Husordens regler,"Rettesnor, forskrift som gjelder orden i husvære ",Husordens regler  tar ikke alltid på alvor av den som leier.,"Når man leier et hus, finnes det ofte regler for hvordan man skal behandle huset. På samme måte som en streng far gir oppgaver til sine barn som de må utføre, sier husordensreglene hva du må gjøre. På samme måte som vi har regler for bønn, har man i Norge regler for orden i hus vi ikke eier selv.",,Plikt,2007,
"1, 2","Islam, kristen",Inkludering,Akseptert som en del av et fellesskap.,"Døve barn er ofte integrert, men ikke inkludert. Derfor må en sette i gang tiltak som også inkluderer døve barn.","Noen mennesker blir av en eller annen grunn værende utenfor fellesskapet. Vi alle et ansvar  for at det ikke skjer.  Et ordtak sier: «Gi en hånd slik at du får en hånd.” Inkludering er både å gi og få.    

Inkludering handler om at alle er en del av samme kropp, eller -  kommer fra samme korn. Hvis en del av kroppen har det vondt har resten av kroppen det også vondt.  Det kan være farlig å stenge noen ute fra fellesskapet fordi det medfører smerte og aggresjon å bli utestengt.  
",,Akseptere,2007,
"1, 2","Islam, kristen",Integrering,Gjensidig prosess mellom minoritet og majoritet der minoritetene skal kunne klare seg i samfunnet på lik linje med majoritetsmedlemmene,Brukes i forhold til skole – at barna gå i vanlig skole og vare en del av skolemiljøet,"Når man tar en grein fra et oliventre og poder det på et annet tre for at det skal være mye frukt, kan man si at greinen integreres i det nye treet. 

Å ha en god venn er bedre enn dårlig rygg. (Rygg betyr her familie og slektninger. Det er godt å ha noen andre som også kan hjelpe).
",,Likverdig del av noe.,2007,
"1, 2","Islam, kristen",Kartlegging,Systematisk innsamling av informasjoin for å forstå barnets begrensninger og muligheter,Barnet må kartlegges før det settes i gang tiltak,"For å kunne hjelpe eller å gjøre et arbeid, må man kartlegge situasjonen eller det som skal gjøres. Dette kan sammenlignes med å sikte sand. Hullene i sikten gjør at sanden sorteres etter størrelse og det er lettere å se hva sanden består av. 

På samme måten som jeg kan si at jeg kjenner en person som en klar sol eller måne, kan jeg si etter at jeg har kartlagt en sak. 
",,Oversikt;Gjøre noe for å oppnå noe annet,2007,
"1, 2","Islam, kristen",Toleranse,"Evne til å tåle, og ha overbærenhet overfor andres oppfatninger og oppførsel.","Tåle mange ulike forhold som følger med et døvt barn  – for eksempel rare lyder, grimaser, døvekulturen etc.","På samme måte som at tålmodigheten er bitter, men har søt frukt, er det å tåle det du ikke liker. 

Vi sier også: Stikk en nål i deg selv før du stikker en spiker i andre.  
",,Godta ,2008,
"1, 2","Islam, kristen",Kommunal bolig,Bolig som eies eller leies av kommunen,Mange som leier av kommunen tar ikke vare på boligene slik som det forventes av kommunen. ,"En kommunal bolig er som en moske som man må ta vare på som sin eiendom. På samme måte som du har rett til å gå til moskeen, men også ansvar for å bevare den, får du og din familie leie en kommunal bolig.",,Ansvar for bolig ,2007,
"1, 2","Islam, kristen",Primærkontakt,Den personen som har mest kontakt med barnet og som har et overordnet ansvar,Ansatt i barnehage,En primærkontakt er som en storebror eller storesøster i forhold til andre.,,Trygghet,2007,
"1, 2","Islam, kristen",Pubertet ,Overgang fra barnestadiet til kjønnsmoden alder; kjønnsmodning,Mange minoritetesforeldre har bare begrepene barn-voksen. Det er viktig å forklare dem denne mellomfasen som kalles pubertet og få bevissthet om seksualitet.,"På samme måten som umoden frukt ofte er grønn, sur og litt hard, men må stelles og passes på slik at den en dag blir til søt og moden frukt, må man forstå og støtte ungdommen i puberteten. Puberteten regnes fra menneskene er ca. 12 – 18 år ",,Umoden ,2007,
"1, 2","Islam, kristen",Rekvisisjon,"Dokument, papir som krever at noe stilles til rådighet",Dette viser seg å være et dokument som forvirrer mange  utlendinger.,"På samme måte som når man i vårt hjemland skal flytte penger fra en by til en annen og gjør dette gjennom handelsmenn eller banker, får man i Norge et brev som man kan bytte inn i varer. Det kan også sammenlignes med en havola mellom folk.
",,Verdifullt ,2007,
"1, 2","Islam, kristen",Tilstand,"Ikke sykdom som du kan bli frisk av, men noe som er konstant",Viktig å få foreldrene til å godta av barna har funksjonsnedsettelser,"Et barn som har en funksjons-nedsettelse er som en skjebne, nasib eller qesmat (dari). Barnet er født slik og vil bli slik - selv om de kan utvikle seg og det kan skje framskritt. ",,Aksept ,2007,
"1, 2","Islam, kristen",Trygderettigheter,Off økonomisk tilskudd  til folk som kommer  i visse vanskeligheter.,Trygd sees ofte på som en rettighet de har hele livet (Jmf. mennekserettighter) og som gjelder under alle forhold. ,"På samme måte som vi har familiekasse eller bestemorskasse, der alle bidrar og som kan benyttes av arbeidseledige, syke, gamle etc. har Norge trygdekasse. På samme måte som far eller bestemor bestemmer hvem som skal få av familiekassen, bestemmer det offentlige hvem som har trygderettigheter.",,Trygghet ,2007,
"1, 2","Islam, kristen",Urettmessig sosialhjelp,,Det å lure staten blir i noen kulturer sett på som moralsk høyverdig: familien er viktigere enn korrupte system. Denne holdningen overfører til det norske systemet.,"Urettmessig sosialhjelp er som å låne penger av en enke eller stjele penger fra foreldreløse barn eller barnløse foreldre. 
Urettmessig sosialhjelp er også som når en frisk ungdom får penger av far. 
Dersom du får sosialhjelp når du arbeider svart, er dette som å stjele penger fra foreldreløse barn, eller stjele moskeens eiendeler. 

På samme måten som en god leder avskyr slappe tjenere, avskyr nordmenn de som får sosialhjelp når de selv kunne ha jobbet. 
",,Skam,2007,
"1, 2","Islam, kristen",Vedlikehold,"Det å holde ved like, holde i stand",Vedlikehold blir ofte et forsømt arbeid i mange land. ,"Hvis møllen ikke vedlikeholdes kommer det ikke brød på bordet. 

På samme måten som man ofte må banke dyre tepper for at de skal vare lengst mulig, må man vedlikeholde hus og andre eiendeler i Norge. 

På samme måte som grunnvannet må vedlikeholdes, må huset vedlikeholdes.
",,Gevinst ,2007,
"1, 2","Islam, kristen",Begrepsutvikling,Stadig større forståelse av meningsinnholdet i ulike ord og uttrykk.,"Viktig for den kognitiv og emosjonell utvikling. (Tanke, språk og handling)","På samme måte som ingen ting utvikler seg alene, men trenger lys, vann og mat, trenger barn hjelp for å utvikle forståelsen av hva tegn betyr.  
På samme måten som månen vokser og forandres fra dag til dag, skal barns forståelse vokse slik at de stadig bedre forstår hva tegn betyr.
",,Mestring ,2007,
"1, 2","Islam, kristen",Empowerment,Arbeid med mennesker der hele prosessen skal bidra til at personen det gjelder får fram egne ressurser og tar egne valg,Flyktninger og innvandrere kan lett bli passive mottakere av hjelp fordi de anser norske ”hjelpere” for de som vet. Det er lett å gå inn i rolleparet ”barn-foreldre”.,"Det er bedre å lære et menneske å fiske enn å gi den en fisk. 
Nødsituasjoner gir evnen til å skape
Vi må hjelpe på en måte som gjør at huset står på sin egen grunnmur (bein) 
Vi må hjelpe slik at personen kan står på egne bein. 
På samme måte som et fotball-lag må samarbeid for å score mål, må man samarbeid i en bedrift.
Husk du kan ikke klappe med en hånd
",,Selvhjulpet,2007,
"1, 2","Islam, kristen",Foreldresamarbeid,Regelmessig kontakt der informasjon og begrunnelser utveksles i en likeverdig relasjon,"Når foreldrene skal jobbe sammen med pedagoger eller andre eksperter, undervurderer de ofte sin egen rolle. ","A) På samme måte som man ikke kan klappe med en hånd, men må bruke begge hender, må foreldre og barnehagepersonale samarbeide.
B) På samme måte som resultatet blir bedre når du syr klær i samråd med flere personer, blir resultatet for barnet ditt bedre med samarbeid mellom flere. 
C) På samme måte som du lett kan knekke en pinne, men ikke fem som er bundet sammen, vil samarbeid gjøre deg sterk. 
",,Kjekt;Nyttig,2007,
"1, 2","Islam, kristen",Funksjonshemming,Et relasjonelt begrep som betegner forholdet mellom fysisk eller psykisk skade eller avvik - i forhold til de krav som omgivelsene stiller. ,"Viktig å skille funksjonsnedsettelse og ”hemming” og bli klar over at hemmingen kan bli mindre/større i forhold til hvordan omgivelsene opptrer, selv om funksjonsnedsettelsen er konstant.","På samme måte som en mann som ikke har bein, kan bevege seg når han sitter i rullestol, kan barn få ulike hjelpemidler slik at de blir mindre funksjonshemmet. ",,Foranderlig:  relasjonelt med omgivelsene,2007,
"1, 2","Islam, kristen",Lek i Norge,Aktiviteter som skal stimulere barnet kognitivt og følelsesmessig,Lek som egenverdi – ikke bare som opplæring i voksenroller,Barns lek i Norge kan sammenlignes med å treffe to fugler samtidig med en stein. Barna har det gøy samtidig som de lærer noe. ,,Læring ,2007,
"1, 2","Islam, kristen",Lovhjemmel,Rettsgrunnlag,I noen kulturer blir loven bare tatt på alvor dersom den er fra Gud/Allha. Lover laget av mennesker kan det forhandles om. ,"På samme måten som vi sier at loven er blind og loven kjenner ingen, er det når offentlige ansatte bestemmer noe fordi de har lovhjemmel",,Autoritet ,2007,
"1, 2","Islam ,kristen",Observasjon ,"Betraktning av barnet i en situasjon (se, lytte, tolke) som skal gi informasjon for å kunne forstå.  ",Barnet blir observert i barnehagen,Å observere er som når en jeger går på jakt. Han må følge veldig nøye med for å oppdage byttet. På samme måte må barnet i barnehagen bli observert for å finne ut hva man skal gjøre for at barnet skal få det best mulig.,,På vakt ,2007,
"1, 2","Islam, kristen",Sløsing,"Råflotthet, overdådighet, ","Elektrisitet er et abstrakt begrep og det å sette på varmen  på fullt når man samtidig har vinduene oppe fordi det er så varm, er dumt. Når solen er varmekilden har man med seg en helt annen måte å tenke på.","Det er dumt å kaster pengene ut vinduet. 
Sløsing er som Esraf for muslimer og det er haram.
",,Tap ,2007,
"1, 2","Islam, kristen",Sosialhjelp,,,"Sosialhjelp og arbeidsledighetstrygd er det samme som det du hadde fått fra Familiekassen eller fra klanen i ditt hjemland dersom du ikke hadde hatt jobb, eller du var for syk eller gammel til å jobbe. 

Du ville mistet æren i hjemlandet dersom andre i familien måtte ha jobbet mens du satt hjemme og var lat.

På samme måte som en god far ikke gir hjelp til sine voksne barn, men lærer barna å stå på egne bein og jobbe med sine egne hender, slik virker sosialhjelp i Norge. 

Sosialhjelp er som en stor silo som ikke venter på at noen skal tømme den, men på gode arbeidere som skal fylle den. 

Sosialhjelp kan være som svette fra en gammel fars panne, som kan brukes i nødsituasjoner.
",,Trygghet,2007,
"1, 2","Islam, kristen",Aksept ,"Godtaking (av et tilbud, en tilstand e l)",Akseptere at for eksempel barnet er døvt eller har en uopprettelig skade.,"Det kan være vanskelig å akseptere negative forhold  i lovet. Men det kan være vi må se sannheten i øynene. Det sies at sannheten er som en sol, og på same måte som vi  ikke kan dekke solen med to fingre, må vi  akseptere sannheten om at barnet vårt ikke kan høre.                                                                                               På samme måte som vi  ikke kan holde to vannmeloner med en hånd, må vi  akseptere at barnet vårt er døvt.                             Ikke tenk som kabk (en fugl) som gjemmer hodet i snøen eller under steinen. Eller som strutsen som når farene kommer, gjemmer hodet i sanden. ",,Avslappet – etter å ha kjempet. ,2007,
"1, 2","Islam, kristen",Alternativ  Kommunikasjon,"Tegn, symboler, bilder som forstås av barnet og omgivelsene. (Når barnet ikke har nok ord til å utvikle og å uttrykke tanker og følelser må de få alternativer til talespråk.)", Ferdige opplegg som barnehagen bruker og som det er viktig at også foreldrene og andre bruker.,"Selv om barnet ikke kan uttrykke seg i ord, kan det likevel lære seg et språk. På samme måte som et bilde kan si mer enn hundre ord, kan barn forstå et annet språk enn ord. Dette språket må vi  og familien vår også lære.",,Løsning;Håp ,2007,
"1, 2","Islam, kristen",Sosialisering,"Det å lære å tilpasse seg  i kulturen/ samfunnet.  Bli skikket til å leve i samfunn, sammen med andre. ","Stor betydning for døve å komme inn i settinger utenfor familien, slik at de kan knytte kontakter/være delaktig i andre miljø","På samme måte som det kjente ordtaket sier at hvis du sitter med oss, blir du som oss, må døve barn også være sammen med andre døve for å få døv identitet.
På samme måten som vi sier at frukten blir moden av en moden frukt, og mennesker lærer av mennesker, må døve barn lære av andre døve barn og ungdommer.. 
Ordtaket sier: Hvis du kommer borti maten som hunden spiser blir du bitt av hunden, På samme måte trenger døve barn andre døve for å lære å bli en del av døvesamfunnet.
",,Vokse ,2011,
"1, 2","Islam, kristen",Sosialt nettverk ,Nett av andre mennesker om står i et mer eller mindre forpliktende forhold til hverandre. ,Det er av stor betydning for flyktninger og innvandrere å kjenner mennesker (gjerne norske) som kan hjelpe dem med ulike forhold i Norge.,"På samme måte som det er lett å knekke èn pinne, men vanskeligere å knekke  flere, der det viktig å ha sosiale nettverk – dvs. flere mennesker som kan gjøre deg sterk. 

I mitt samfunn sier vi at når du sitter med oss blir du som oss og hvis du sitter med kriminelle blir du som dem. Derfor er det viktig å ha flinke og gode mennesker i ditt nettverk. 

På samme måte som du ikke kan klappe med en hånd er det mye du ikke kan klare uten andre. 
",,Trygghet ,2011,
"1, 2","Islam, kristen",Misligholdelse,"Ikke holde,  oppfylle, eller bryte for eksempel en kontrakt.","På grunn av bla. manglende forståelse av det norske samfunnet, ulikt tidsaspekt, etc. tas formaliteter ofte ikkje så alvorlig som det norske samfunnet krever. ","På samme måte som du for eksempel låner penger fra noen fra hånd til hånd, og har avtale med denne personen om å betale tilbake, men ikke gjør det, er det å misligholde en avtale i Norge. Hvis du ikke leverer pengene tilbake i tide har du svart ansikt. ",,Dårlig rennomè ,2007,
"1, 2","Islam, kristen",Muggsopp,"Hvitt el. grågrønt lag av sopp på organiske stoffer, særlig på matvarer","Når man koker mat, tørker klær og vasker uten nok ventilasjon, blir det fuktighet som fører til helseskader. ","På samme måte som malariamyggen lever i fuktighet og er farlig for helsen, trives muggsopp i fuktighet i huset og er skadelig for de som bor i huset.",,Skadelig;Usikkerhet knyttet til noe skadelig som man ikke kan se,2007,
"1, 2","Islam, kristen",Namsmann,"Tjenestemann (f eks lensmannen) som utfører tvangsauksjon, utpanting o l","Når husleiekontrakten ikke blir etterfulgt, eller regningene ikke betalt, kan namsmannen kaste leietakeren eller hente ting  for å kreve inn pengene. ","På samme måte som folk som bor i landsbyer må betale til moktar, må du i Norge betale til namsmannen. Han bestemmer over de som bor i landsbyen og kan bruke makt og tvang overfor folk. Namsmannen er som en moktar.
Moktar kan også sammenlignes med ”katanter” i en bydel. De er valgt av folk som bor i landsbyen eller i bydelen
",,Nådeløs;Ingen nåde ,2007,
"1, 2","Islam, kristen",Samarbeid,Det å arbeide i fellesskap,Det norske konseptet ”samarbeid” kan være vanskelig å forstå.,"På samme måte som et fotball-lag må samarbeid for å score mål, må man samarbeid i en bedrift.
Husk du kan ikke klappe med en hånd
",,Gi og få ,2010,
"1, 2","Islam, kristen",Vold,"Brutal bruk av fysisk makt, maktmisbruk",Vold kan sees på som en naturlig del av maktutøvelse –  enten det gjelder barneoppdragelse eller ”argumenter” i en diskusjon. ,"Like galt som å slå et foreldreløst barn (yatim, jetim) eller svindle deres eiendeler i vårt hjemland, er det å slå et barn, en kvinne eller andre mennesker i Norge. Det kalles vold enten det gjelder familien, venner eller fremmede og det er straffbart.                       På samme måte som du ikke kan fylle et glass mer enn det er plass til, nytter det heller ikke å bruke vold. Man kommer aldri i mål ved å slå.                                                                                                   Hadde du rygg kunne ingen slå deg",,Grusomhet ,2007,
"1, 2","Islam, kristen",Bryte lovene i Norge,La være å oppfylle loven; krenke lovene i Norge,I noen land er lovene urettferdige og favoriserer de ressurssterke. Derfor ansees det som moralsk å bryte lovene dersom det er til familiens beste. (og ikke korrupte ledere) ,"På samme måten som en liten sykdom kan utvikle seg og føre til døden, kan enn liten ting som gjøres mot loven, bli en stor sak. 

Med lovene i arbeidslivet er det ikke fullt så strengt , men er mer som et ødelagt marked for en handelsmann. 
",,Lydighet ,2007,
"1, 2","Islam, kristen",Nøytral/ upartisk,Som ikke tar parti,Offentlige ansatte skal være nøytrale. Det gjelder også for meklere i Konfliktrådet. ,For å forklare hva nøytral eller upartisk er kan vi si at ”verken pinnen eller kjøttet skal brennes”. Man kan også si at man trenger verken være blomst eller torne eller                                                      at du må ikke være så søt at jeg må svelge deg eller så bitter at jeg må spytte deg ut.,,,2007,
"1, 2","Islam, kristen",Skatt,"Avgift, ytelse (i penger) til det offentlige",Å betale skatt i enkelte andre land er som å stjele penger fra familien og gi det til korrupte ledere. Det er altså et påbud fra staten som representer svik mot verdier og tradisjoner. ,"Skatt i Norge kan sammenlignes med det du betaler inn til Familiekassen. Alle må betale litt av det de tjener og de mister æren dersom de ikke betaler. Dette penger som går til fellesskapet – til de som av en eller en annen grunn ikke kan jobbe selv, eller til felles utgifter. ",,Trygghet,2003,
"1, 2",,Politi,"Offentlig myndighet som skal sørge for orden og sikkerhet, påse at lover og vedtekter overholdes, og etterforske og i visse tilfeller påtale lovbrudd",Feil referanser til politi  kan true rettsikkerheten til folk fra andre kulturer.,"Politiet har mange oppgaver og skal behandle alle likt – på samme måten som en rettferdig far eller mor. På samme måten som en far har ulike oppgaver, har politiet også ulike oppgaver. Politiet skal også påse at ingen ubudne gjester kommer inn i landet – de som ikke har lovlige papirer. Alle som jobber i politiet har taushetsplikt.
Politi kan ikke sammenlignes med politi i mitt hjemland – selv om det kan se lit ut og de har mange av de samme oppgavene. Politiet i Norge er ingen tyv med makt, men en amanat for alle – både fattig og rik. Selv om du har svart rute i bilen kan du ikke passerer en politikontroll. I Norge har politiet status og alle respekterer dem, men samtidig er ikke barna redd for politiet. 
",,Trygg autoritet ,2004,
"1, 2","Islam, kristen",Lavterskeltilbud,Lav nedre grense eller hindring for å få noe en blir tilbudet. ,Referer til Kirkens bymisjons arbeid.,"Albertine kan sammenlignes med en god venns hus i vårt samfunn, men ingen blir behandlet som en gjest. Albertine er verken et hotell eller en bukka, og ingen kan kreve noe her. På Albertine kan kvinner få hvile og være trygge.",,Tilgjenglig;Noe som er lett å komme til ,2007,
"1, 2","Islam, kristen",Fravær,Det ikke å være til stede,"Lovlig fravær fra jobben kan tolkes forskjellig fra kultur til kultur. Noen tror at bare du sier fra, er alt ok.","Forvent ikke å ta imot penger du ikke har arbeidet for. På samme måte som tjenere i ditt hjemland må ha samtykke dersom de må ha fri, må du ha samtykke fra din sjef.                                              Dersom du er borte fra jobben uten å være skikkelig syk eller å ha fått tillatelse av sjefen, viser du dine kolleger at du ikke har respekt for dem. Når du er hjemme fra jobben, må andre jobbe mer og betale de pengene som skal til for å gi deg sykepenger. Dersom du ikke jobber må andre betale for skoler, sykehus, veier og alt det som Norge kan tilby alle som bor her. Det er dårlig gjort og du mister æren og folk tror du er uten karakter.",,Tap ( for arbeidsgiver),2003,
